grupo_linha,faixa,faixa_15,estacao_pico,carga_maxima,data,qtd_partidas
b5_volta,10,10:30–11:00,est_cdj,149.569850376461,2025-10-06,3.0
b5_volta,11,11:00–11:30,est_cdj,138.675285799472,2025-10-06,3.0
b5_volta,11,11:30–12:00,est_cdj,177.886841390616,2025-10-06,3.0
b5_volta,12,12:00–12:30,est_cdj,229.491168096302,2025-10-06,4.0
b5_volta,12,12:30–13:00,est_cdj,210.394518574639,2025-10-06,4.0
b5_volta,13,13:00–13:30,est_cdj,216.117382780618,2025-10-06,3.0
b5_volta,13,13:30–14:00,est_cdj,163.087549274786,2025-10-06,4.0
b5_volta,14,14:00–14:30,est_cdj,196.639772727273,2025-10-06,2.0
b5_volta,14,14:30–15:00,est_cdj,272.787090550022,2025-10-06,3.0
b5_volta,15,15:00–15:30,est_cdj,344.439513524787,2025-10-06,3.0
b5_volta,15,15:30–16:00,est_cdj,322.285337216306,2025-10-06,3.0
b5_volta,16,16:00–16:15,est_cdj,236.130046731055,2025-10-06,2.0
b5_volta,16,16:15–16:30,est_cdj,248.596496472912,2025-10-06,4.0
b5_volta,16,16:30–16:45,est_cdj,273.796519466747,2025-10-06,3.0
b5_volta,16,16:45–17:00,est_cdj,325.612991405804,2025-10-06,4.0
b5_volta,17,17:00–17:15,est_cdj,662.992062472772,2025-10-06,6.0
b5_volta,17,17:15–17:30,est_cdj,607.001928166946,2025-10-06,4.0
b5_volta,17,17:30–17:45,est_cdj,434.024024222092,2025-10-06,5.0
b5_volta,17,17:45–18:00,est_cdj,357.879332602606,2025-10-06,4.0
b5_volta,18,18:00–18:15,est_cdj,420.664329457051,2025-10-06,3.0
b5_volta,18,18:15–18:30,est_cdj,321.034175540635,2025-10-06,7.0
b5_volta,18,18:30–18:45,est_cdj,162.456837729334,2025-10-06,5.0
b5_volta,18,18:45–19:00,est_cdj,131.847317469116,2025-10-06,2.0
b5_volta,19,19:00–19:15,est_cdj,159.737072101568,2025-10-06,2.0
b5_volta,19,19:15–19:30,est_cdj,119.19696969697,2025-10-06,1.0
b5_volta,19,19:30–19:45,est_cdj,77.5606060606061,2025-10-06,2.0
b5_volta,19,19:45–20:00,est_cdj,58.030303030303,2025-10-06,1.0
b5_volta,20,20:00–20:30,est_cdj,68.0321067821068,2025-10-06,2.0
b5_volta,20,20:30–21:00,est_cdj,49.4130952380952,2025-10-06,1.0
b5_volta,21,21:00–21:30,est_cdj,55.1936507936508,2025-10-06,2.0
b5_volta,21,21:30–22:00,est_cdj,28.5714285714286,2025-10-06,1.0
b5_volta,22,22:00–22:30,est_cdj,21.4444444444444,2025-10-06,2.0
b5_volta,22,22:30–23:00,est_lapa,3.0,2025-10-06,1.0
b5_volta,23,23:00–23:30,est_hge,2.0,2025-10-06,1.0
cdj_lapa_b4_b5,5,05:00–05:15,est_rvm,12.5246126422597,2025-10-06,2.0
cdj_lapa_b4_b5,5,05:15–05:30,est_vdg,11.0679785330948,2025-10-06,3.0
cdj_lapa_b4_b5,5,05:30–05:45,est_ogu,18.3373165618449,2025-10-06,3.0
cdj_lapa_b4_b5,5,05:45–06:00,est_rvm,13.6835269993165,2025-10-06,2.0
cdj_lapa_b4_b5,6,06:00–06:15,est_ogu,25.2283189955824,2025-10-06,4.0
cdj_lapa_b4_b5,6,06:15–06:30,est_ogu,46.4180394620504,2025-10-06,3.0
cdj_lapa_b4_b5,6,06:30–06:45,est_ogu,39.2203794703795,2025-10-06,2.0
cdj_lapa_b4_b5,6,06:45–07:00,est_ogu,46.6759896398054,2025-10-06,4.0
cdj_lapa_b4_b5,7,07:00–07:15,est_ogu,63.624765478424,2025-10-06,4.0
cdj_lapa_b4_b5,7,07:15–07:30,est_vdg,79.6889515069393,2025-10-06,5.0
cdj_lapa_b4_b5,7,07:30–07:45,est_ogu,75.8906276134499,2025-10-06,4.0
cdj_lapa_b4_b5,7,07:45–08:00,est_bar,65.9071706346147,2025-10-06,4.0
cdj_lapa_b4_b5,8,08:00–08:15,est_bar,60.0201311786543,2025-10-06,4.0
cdj_lapa_b4_b5,8,08:15–08:30,est_vdg,35.0673574992273,2025-10-06,5.0
cdj_lapa_b4_b5,8,08:30–08:45,est_vdg,38.4109481915933,2025-10-06,2.0
cdj_lapa_b4_b5,8,08:45–09:00,est_vdg,27.1436965811966,2025-10-06,3.0
cdj_lapa_b4_b5,9,09:00–09:30,est_bar,54.5621669594496,2025-10-06,6.0
cdj_lapa_b4_b5,9,09:30–10:00,est_ogu,62.1542037658736,2025-10-06,5.0
cdj_lapa_b4_b5,10,10:00–10:30,est_ogu,52.3916666666667,2025-10-06,6.0
cdj_lapa_b4_b5,10,10:30–11:00,est_ogu,46.8346302784437,2025-10-06,5.0
cdj_lapa_b4_b5,11,11:00–11:30,est_ogu,35.6700854700855,2025-10-06,6.0
cdj_lapa_b4_b5,11,11:30–12:00,est_ogu,38.2005106411979,2025-10-06,7.0
cdj_lapa_b4_b5,12,12:00–12:30,est_ogu,46.3504443276412,2025-10-06,5.0
cdj_lapa_b4_b5,12,12:30–13:00,est_ogu,54.8418558146247,2025-10-06,6.0
cdj_lapa_b4_b5,13,13:00–13:30,est_ogu,50.7382103190927,2025-10-06,7.0
cdj_lapa_b4_b5,13,13:30–14:00,est_bar,56.4495347611766,2025-10-06,5.0
cdj_lapa_b4_b5,14,14:00–14:30,est_ogu,38.3318181818182,2025-10-06,5.0
cdj_lapa_b4_b5,14,14:30–15:00,est_rvm,41.2928422928423,2025-10-06,6.0
cdj_lapa_b4_b5,15,15:00–15:30,est_ogu,44.3527490869333,2025-10-06,5.0
cdj_lapa_b4_b5,15,15:30–16:00,est_ogu,34.4359884063286,2025-10-06,6.0
cdj_lapa_b4_b5,16,16:00–16:15,est_ogu,24.975240426648,2025-10-06,3.0
cdj_lapa_b4_b5,16,16:15–16:30,est_ogu,24.7203544087424,2025-10-06,3.0
cdj_lapa_b4_b5,16,16:30–16:45,est_bar,36.1956496490431,2025-10-06,4.0
cdj_lapa_b4_b5,16,16:45–17:00,est_ogu,21.3885164354806,2025-10-06,4.0
cdj_lapa_b4_b5,17,17:00–17:15,est_ogu,60.984703635584,2025-10-06,2.0
cdj_lapa_b4_b5,17,17:15–17:30,est_bar,51.476667518528,2025-10-06,3.0
cdj_lapa_b4_b5,17,17:30–17:45,est_hge,34.456123305559,2025-10-06,3.0
cdj_lapa_b4_b5,17,17:45–18:00,est_ogu,37.2662282304226,2025-10-06,4.0
cdj_lapa_b4_b5,18,18:00–18:15,est_ogu,39.0288836846214,2025-10-06,4.0
cdj_lapa_b4_b5,18,18:15–18:30,est_ogu,33.7117845639513,2025-10-06,6.0
cdj_lapa_b4_b5,18,18:30–18:45,est_ogu,25.8331433704948,2025-10-06,4.0
cdj_lapa_b4_b5,18,18:45–19:00,est_rvm,20.6089015151515,2025-10-06,4.0
cdj_lapa_b4_b5,19,19:00–19:15,est_rvm,21.4625850340136,2025-10-06,4.0
cdj_lapa_b4_b5,19,19:15–19:30,est_ogu,12.6212121212121,2025-10-06,3.0
cdj_lapa_b4_b5,19,19:30–19:45,est_hge,3.75,2025-10-06,2.0
cdj_lapa_b4_b5,19,19:45–20:00,est_ogu,4.27272727272727,2025-10-06,2.0
cdj_lapa_b4_b5,20,20:00–20:30,est_ogu,20.2200577200577,2025-10-06,3.0
cdj_lapa_b4_b5,20,20:30–21:00,est_ogu,9.41071428571429,2025-10-06,4.0
cdj_lapa_b4_b5,21,21:00–21:30,est_rvm,6.0,2025-10-06,2.0
cdj_lapa_b4_b5,21,21:30–22:00,est_ogu,2.0,2025-10-06,4.0
cdj_lapa_b4_b5,22,22:00–22:30,est_rvm,4.25,2025-10-06,2.0
lapa_cdj_b4_b5,5,05:00–05:15,est_hge,7.94737762237762,2025-10-06,2.0
lapa_cdj_b4_b5,5,05:15–05:30,est_vdg,10.8974358974359,2025-10-06,3.0
lapa_cdj_b4_b5,5,05:30–05:45,est_bar,28.0,2025-10-06,3.0
lapa_cdj_b4_b5,5,05:45–06:00,est_vdg,40.3399209486166,2025-10-06,3.0
lapa_cdj_b4_b5,6,06:00–06:15,est_hge,37.165996833516,2025-10-06,3.0
lapa_cdj_b4_b5,6,06:15–06:30,est_vdg,39.9404761904762,2025-10-06,4.0
lapa_cdj_b4_b5,6,06:30–06:45,est_lapa,69.6363636363636,2025-10-06,3.0
lapa_cdj_b4_b5,6,06:45–07:00,est_vdg,59.3807123109449,2025-10-06,3.0
lapa_cdj_b4_b5,7,07:00–07:15,est_lapa,53.0,2025-10-06,4.0
lapa_cdj_b4_b5,7,07:15–07:30,est_lapa,63.375,2025-10-06,2.0
lapa_cdj_b4_b5,7,07:30–07:45,est_lapa,65.0444444444445,2025-10-06,3.0
lapa_cdj_b4_b5,7,07:45–08:00,est_vdg,44.5726495726496,2025-10-06,3.0
lapa_cdj_b4_b5,8,08:00–08:15,est_lapa,41.8571428571429,2025-10-06,3.0
lapa_cdj_b4_b5,8,08:15–08:30,est_lapa,58.1333333333333,2025-10-06,2.0
lapa_cdj_b4_b5,8,08:30–08:45,est_lapa,31.974358974359,2025-10-06,2.0
lapa_cdj_b4_b5,8,08:45–09:00,est_lapa,46.5,2025-10-06,4.0
lapa_cdj_b4_b5,9,09:00–09:30,est_lapa,54.7333333333333,2025-10-06,5.0
lapa_cdj_b4_b5,9,09:30–10:00,est_lapa,62.2545454545455,2025-10-06,6.0
lapa_cdj_b4_b5,10,10:00–10:30,est_lapa,60.5932203389831,2025-10-06,5.0
lapa_cdj_b4_b5,10,10:30–11:00,est_lapa,66.169014084507,2025-10-06,5.0
lapa_cdj_b4_b5,11,11:00–11:30,est_lapa,79.5348837209302,2025-10-06,6.0
lapa_cdj_b4_b5,11,11:30–12:00,est_lapa,71.4042553191489,2025-10-06,5.0
lapa_cdj_b4_b5,12,12:00–12:30,est_lapa,84.8144329896907,2025-10-06,7.0
lapa_cdj_b4_b5,12,12:30–13:00,est_lapa,74.0714285714286,2025-10-06,5.0
lapa_cdj_b4_b5,13,13:00–13:30,est_lapa,85.7333333333333,2025-10-06,7.0
lapa_cdj_b4_b5,13,13:30–14:00,est_lapa,64.0,2025-10-06,5.0
lapa_cdj_b4_b5,14,14:00–14:30,est_lapa,53.3333333333333,2025-10-06,6.0
lapa_cdj_b4_b5,14,14:30–15:00,est_lapa,61.4137931034483,2025-10-06,5.0
lapa_cdj_b4_b5,15,15:00–15:30,est_lapa,44.3098591549296,2025-10-06,6.0
lapa_cdj_b4_b5,15,15:30–16:00,est_lapa,66.4,2025-10-06,6.0
lapa_cdj_b4_b5,16,16:00–16:15,est_lapa,44.4313725490196,2025-10-06,4.0
lapa_cdj_b4_b5,16,16:15–16:30,est_lapa,49.35,2025-10-06,5.0
lapa_cdj_b4_b5,16,16:30–16:45,est_lapa,48.75,2025-10-06,6.0
lapa_cdj_b4_b5,16,16:45–17:00,est_lapa,53.6666666666667,2025-10-06,8.0
lapa_cdj_b4_b5,17,17:00–17:15,est_lapa,65.2127659574468,2025-10-06,7.0
lapa_cdj_b4_b5,17,17:15–17:30,est_lapa,63.2553191489362,2025-10-06,6.0
lapa_cdj_b4_b5,17,17:30–17:45,est_lapa,117.302325581395,2025-10-06,6.0
lapa_cdj_b4_b5,17,17:45–18:00,est_lapa,86.4666666666667,2025-10-06,6.0
lapa_cdj_b4_b5,18,18:00–18:15,est_lapa,76.5172413793103,2025-10-06,8.0
lapa_cdj_b4_b5,18,18:15–18:30,est_lapa,56.8636363636364,2025-10-06,5.0
lapa_cdj_b4_b5,18,18:30–18:45,est_lapa,68.2,2025-10-06,5.0
lapa_cdj_b4_b5,18,18:45–19:00,est_lapa,33.1463414634146,2025-10-06,3.0
lapa_cdj_b4_b5,19,19:00–19:15,est_lapa,31.3529411764706,2025-10-06,3.0
lapa_cdj_b4_b5,19,19:15–19:30,est_lapa,21.7272727272727,2025-10-06,2.0
lapa_cdj_b4_b5,19,19:30–19:45,est_lapa,15.0,2025-10-06,2.0
lapa_cdj_b4_b5,19,19:45–20:00,est_lapa,16.1666666666667,2025-10-06,3.0
lapa_cdj_b4_b5,20,20:00–20:30,est_lapa,28.0,2025-10-06,3.0
lapa_cdj_b4_b5,20,20:30–21:00,est_lapa,19.8,2025-10-06,2.0
lapa_cdj_b4_b5,21,21:00–21:30,est_vdg,19.2,2025-10-06,3.0
lapa_cdj_b4_b5,21,21:30–22:00,est_lapa,19.047619047619,2025-10-06,2.0
lapa_cdj_b4_b5,22,22:00–22:30,est_lapa,6.88888888888889,2025-10-06,3.0
lapa_cdj_b4_b5,22,22:30–23:00,est_lapa,7.0,2025-10-06,2.0
lapa_cdj_b4_b5,23,23:00–23:30,est_lapa,1.0,2025-10-06,2.0
b1_b2_b3_volta,5,05:00–05:15,est_cid,81.4460317460317,2025-10-07,
b1_b2_b3_volta,5,05:15–05:30,est_cid,78.2566666666667,2025-10-07,2.0
b1_b2_b3_volta,5,05:30–05:45,est_cid,97.7125541125541,2025-10-07,3.0
b1_b2_b3_volta,5,05:45–06:00,est_hip,128.041025641026,2025-10-07,3.0
b1_b2_b3_volta,6,06:00–06:15,est_cid,181.081724581725,2025-10-07,3.0
b1_b2_b3_volta,6,06:15–06:30,est_hip,242.758886925807,2025-10-07,4.0
b1_b2_b3_volta,6,06:30–06:45,est_cid,241.929353555746,2025-10-07,6.0
b1_b2_b3_volta,6,06:45–07:00,est_cid,264.683657620754,2025-10-07,7.0
b1_b2_b3_volta,7,07:00–07:15,est_cid,294.529172932331,2025-10-07,9.0
b1_b2_b3_volta,7,07:15–07:30,est_cid,367.02178093479,2025-10-07,8.0
b1_b2_b3_volta,7,07:30–07:45,est_cid,305.08745948839,2025-10-07,11.0
b1_b2_b3_volta,7,07:45–08:00,est_cid,275.861868686869,2025-10-07,12.0
b1_b2_b3_volta,8,08:00–08:15,est_cid,257.053034547152,2025-10-07,15.0
b1_b2_b3_volta,8,08:15–08:30,est_cid,238.124849480022,2025-10-07,8.0
b1_b2_b3_volta,8,08:30–08:45,est_cid,252.311721611722,2025-10-07,10.0
b1_b2_b3_volta,8,08:45–09:00,est_cid,221.845203437307,2025-10-07,9.0
b1_b2_b3_volta,9,09:00–09:30,est_cid,429.009773480455,2025-10-07,23.0
b1_b2_b3_volta,9,09:30–10:00,est_cid,344.587405769518,2025-10-07,16.0
b1_b2_b3_volta,10,10:00–10:30,est_cid,464.158268692092,2025-10-07,9.0
b1_b2_b3_volta,10,10:30–11:00,est_cid,390.661606041018,2025-10-07,8.0
b1_b2_b3_volta,11,11:00–11:30,est_cid,574.181300407063,2025-10-07,10.0
b1_b2_b3_volta,11,11:30–12:00,est_cid,584.557039490082,2025-10-07,9.0
b1_b2_b3_volta,12,12:00–12:30,est_cid,766.156410574983,2025-10-07,9.0
b1_b2_b3_volta,12,12:30–13:00,est_cid,493.715961125486,2025-10-07,14.0
b1_b2_b3_volta,13,13:00–13:30,est_cid,541.174384767958,2025-10-07,12.0
b1_b2_b3_volta,13,13:30–14:00,est_cid,478.251056868482,2025-10-07,11.0
b1_b2_b3_volta,14,14:00–14:30,est_cid,645.567188431215,2025-10-07,9.0
b1_b2_b3_volta,14,14:30–15:00,est_cid,729.045496948743,2025-10-07,9.0
b1_b2_b3_volta,15,15:00–15:30,est_cid,1082.25398543646,2025-10-07,9.0
b1_b2_b3_volta,15,15:30–16:00,est_cid,1178.89196520669,2025-10-07,17.0
b1_b2_b3_volta,16,16:00–16:15,est_cid,879.598967868666,2025-10-07,9.0
b1_b2_b3_volta,16,16:15–16:30,est_cid,809.378682239544,2025-10-07,13.0
b1_b2_b3_volta,16,16:30–16:45,est_cid,861.162513256402,2025-10-07,13.0
b1_b2_b3_volta,16,16:45–17:00,est_cid,995.38606212625,2025-10-07,14.0
b1_b2_b3_volta,17,17:00–17:15,est_cid,1528.67255166223,2025-10-07,12.0
b1_b2_b3_volta,17,17:15–17:30,est_cid,1174.65623926375,2025-10-07,16.0
b1_b2_b3_volta,17,17:30–17:45,est_cid,1095.70902423856,2025-10-07,15.0
b1_b2_b3_volta,17,17:45–18:00,est_cid,787.808825580918,2025-10-07,15.0
b1_b2_b3_volta,18,18:00–18:15,est_cid,1312.32902728331,2025-10-07,14.0
b1_b2_b3_volta,18,18:15–18:30,est_cid,967.989626132839,2025-10-07,19.0
b1_b2_b3_volta,18,18:30–18:45,est_cid,528.230127219398,2025-10-07,11.0
b1_b2_b3_volta,18,18:45–19:00,est_cid,437.61835545407,2025-10-07,9.0
b1_b2_b3_volta,19,19:00–19:15,est_cid,602.521226316043,2025-10-07,8.0
b1_b2_b3_volta,19,19:15–19:30,est_cid,312.659431510611,2025-10-07,8.0
b1_b2_b3_volta,19,19:30–19:45,est_cid,188.91159482661,2025-10-07,7.0
b1_b2_b3_volta,19,19:45–20:00,est_cid,155.375132058232,2025-10-07,3.0
b1_b2_b3_volta,20,20:00–20:30,est_cid,327.016043420744,2025-10-07,5.0
b1_b2_b3_volta,20,20:30–21:00,est_cid,204.502360066834,2025-10-07,4.0
b1_b2_b3_volta,21,21:00–21:30,est_cid,188.702156666863,2025-10-07,4.0
b1_b2_b3_volta,21,21:30–22:00,est_cid,120.715942028985,2025-10-07,2.0
b1_b2_b3_volta,22,22:00–22:30,est_cid,136.000915750916,2025-10-07,4.0
b1_b2_b3_volta,22,22:30–23:00,est_prq,49.1083333333333,2025-10-07,4.0
b1_b2_b3_volta,23,23:00–23:30,est_ita,29.0,2025-10-07,3.0
b1_b2_b3_volta,23,23:30–00:00,pra_nos,3.0,2025-10-07,1.0
b1_b2_ida,5,05:00–05:15,est_cid,115.694444444444,2025-10-07,2.0
b1_b2_ida,5,05:15–05:30,est_hip,258.182968536252,2025-10-07,2.0
b1_b2_ida,5,05:30–05:45,est_hip,386.478358136368,2025-10-07,4.0
b1_b2_ida,5,05:45–06:00,est_hip,480.135612535612,2025-10-07,6.0
b1_b2_ida,6,06:00–06:15,est_hip,624.770697352434,2025-10-07,8.0
b1_b2_ida,6,06:15–06:30,est_hip,888.914413315569,2025-10-07,6.0
b1_b2_ida,6,06:30–06:45,est_hip,1046.50261786601,2025-10-07,13.0
b1_b2_ida,6,06:45–07:00,est_hip,970.206472818645,2025-10-07,12.0
b1_b2_ida,7,07:00–07:15,est_hip,1090.81508943624,2025-10-07,13.0
b1_b2_ida,7,07:15–07:30,est_hip,1192.14417650169,2025-10-07,14.0
b1_b2_ida,7,07:30–07:45,est_hip,1266.00115150949,2025-10-07,13.0
b1_b2_ida,7,07:45–08:00,est_rod,1090.28528528529,2025-10-07,11.0
b1_b2_ida,8,08:00–08:15,est_hip,917.939628602061,2025-10-07,12.0
b1_b2_ida,8,08:15–08:30,est_rod,788.988795518207,2025-10-07,12.0
b1_b2_ida,8,08:30–08:45,est_hip,682.987963475374,2025-10-07,9.0
b1_b2_ida,8,08:45–09:00,est_hip,596.040053763441,2025-10-07,8.0
b1_b2_ida,9,09:00–09:30,est_hip,787.487606837607,2025-10-07,9.0
b1_b2_ida,9,09:30–10:00,est_hip,616.969862155388,2025-10-07,8.0
b1_b2_ida,10,10:00–10:30,est_hip,479.916945373467,2025-10-07,7.0
b1_b2_ida,10,10:30–11:00,est_hip,384.942769230769,2025-10-07,6.0
b1_b2_ida,11,11:00–11:30,est_hip,401.750387279023,2025-10-07,6.0
b1_b2_ida,11,11:30–12:00,est_hip,430.246543927649,2025-10-07,6.0
b1_b2_ida,12,12:00–12:30,est_hip,496.859103217815,2025-10-07,8.0
b1_b2_ida,12,12:30–13:00,est_hip,681.717812317165,2025-10-07,8.0
b1_b2_ida,13,13:00–13:30,est_hip,517.602662790848,2025-10-07,8.0
b1_b2_ida,13,13:30–14:00,est_hip,415.124437620059,2025-10-07,6.0
b1_b2_ida,14,14:00–14:30,est_hip,379.316807639927,2025-10-07,6.0
b1_b2_ida,14,14:30–15:00,est_hip,263.746846846847,2025-10-07,6.0
b1_b2_ida,15,15:00–15:30,est_pit,306.378846101003,2025-10-07,4.0
b1_b2_ida,15,15:30–16:00,est_hip,300.872700452586,2025-10-07,3.0
b1_b2_ida,16,16:00–16:15,est_pit,194.140399245585,2025-10-07,2.0
b1_b2_ida,16,16:15–16:30,est_hip,188.628972471323,2025-10-07,2.0
b1_b2_ida,16,16:30–16:45,est_pit,181.443126930266,2025-10-07,2.0
b1_b2_ida,16,16:45–17:00,est_pit,229.815415903072,2025-10-07,3.0
b1_b2_ida,17,17:00–17:15,est_pit,316.511005851264,2025-10-07,3.0
b1_b2_ida,17,17:15–17:30,est_pit,337.463047358641,2025-10-07,4.0
b1_b2_ida,17,17:30–17:45,est_pit,350.834555028101,2025-10-07,3.0
b1_b2_ida,17,17:45–18:00,est_pit,310.469827183829,2025-10-07,3.0
b1_b2_ida,18,18:00–18:15,est_pit,355.799731954572,2025-10-07,4.0
b1_b2_ida,18,18:15–18:30,est_pit,302.902820861182,2025-10-07,3.0
b1_b2_ida,18,18:30–18:45,est_pit,244.661044399162,2025-10-07,4.0
b1_b2_ida,18,18:45–19:00,est_rod,200.165222101842,2025-10-07,4.0
b1_b2_ida,19,19:00–19:15,est_pit,153.599176573103,2025-10-07,1.0
b1_b2_ida,19,19:15–19:30,est_pit,123.571582585144,2025-10-07,1.0
b1_b2_ida,19,19:30–19:45,est_pit,88.8782170834791,2025-10-07,2.0
b1_b2_ida,19,19:45–20:00,est_pit,78.7731663979221,2025-10-07,1.0
b1_b2_ida,20,20:00–20:30,est_pit,122.037911250996,2025-10-07,2.0
b1_b2_ida,20,20:30–21:00,est_pit,110.638596491228,2025-10-07,2.0
b1_b2_ida,21,21:00–21:30,est_pit,126.495568049941,2025-10-07,1.0
b1_b2_ida,21,21:30–22:00,est_pit,78.4122407165885,2025-10-07,2.0
b1_b2_ida,22,22:00–22:30,est_pit,98.0601594483948,2025-10-07,1.0
b1_b2_ida,22,22:30–23:00,est_rod,59.2941176470588,2025-10-07,2.0
b1_b2_ida,23,23:00–23:30,est_rod,9.5,2025-10-07,1.0
b3_ida,5,05:00–05:15,est_rod,41.2206349206349,2025-10-07,2.0
b3_ida,5,05:15–05:30,est_rod,83.8565917529803,2025-10-07,2.0
b3_ida,5,05:30–05:45,mil_bri,117.485860880681,2025-10-07,3.0
b3_ida,5,05:45–06:00,est_rod,162.277684766214,2025-10-07,3.0
b3_ida,6,06:00–06:15,est_rod,242.354282831685,2025-10-07,3.0
b3_ida,6,06:15–06:30,est_rod,313.460817560151,2025-10-07,5.0
b3_ida,6,06:30–06:45,est_rod,363.732705177264,2025-10-07,5.0
b3_ida,6,06:45–07:00,est_rod,377.239178595692,2025-10-07,5.0
b3_ida,7,07:00–07:15,est_rod,472.707694151898,2025-10-07,8.0
b3_ida,7,07:15–07:30,est_rod,450.088364359901,2025-10-07,7.0
b3_ida,7,07:30–07:45,est_rod,482.87676102539,2025-10-07,8.0
b3_ida,7,07:45–08:00,est_rod,390.512628516914,2025-10-07,7.0
b3_ida,8,08:00–08:15,est_rod,364.731671268561,2025-10-07,5.0
b3_ida,8,08:15–08:30,est_rod,248.344590513357,2025-10-07,5.0
b3_ida,8,08:30–08:45,est_rod,228.741220112413,2025-10-07,5.0
b3_ida,8,08:45–09:00,est_rod,203.05770176031,2025-10-07,4.0
b3_ida,9,09:00–09:30,est_rod,320.370014992322,2025-10-07,4.0
b3_ida,9,09:30–10:00,est_rod,236.360400207022,2025-10-07,4.0
b3_ida,10,10:00–10:30,est_rod,173.149188393893,2025-10-07,3.0
b3_ida,10,10:30–11:00,est_rod,198.733153036093,2025-10-07,3.0
b3_ida,11,11:00–11:30,rua_bah,250.220338983051,2025-10-07,4.0
b3_ida,11,11:30–12:00,rua_bah,220.526495726496,2025-10-07,4.0
b3_ida,12,12:00–12:30,est_rod,234.025386640215,2025-10-07,5.0
b3_ida,12,12:30–13:00,est_rod,216.47830641873,2025-10-07,4.0
b3_ida,13,13:00–13:30,est_rod,245.289985553983,2025-10-07,3.0
b3_ida,13,13:30–14:00,est_rod,170.850276652524,2025-10-07,3.0
b3_ida,14,14:00–14:30,rua_bah,159.727272727273,2025-10-07,3.0
b3_ida,14,14:30–15:00,rua_bah,152.873938223938,2025-10-07,3.0
b3_ida,15,15:00–15:30,rua_bah,257.129775621589,2025-10-07,4.0
b3_ida,15,15:30–16:00,rua_bah,254.923913043478,2025-10-07,5.0
b3_ida,16,16:00–16:15,rua_bah,142.0,2025-10-07,1.0
b3_ida,16,16:15–16:30,rua_bah,145.666666666667,2025-10-07,3.0
b3_ida,16,16:30–16:45,rua_bah,115.083333333333,2025-10-07,4.0
b3_ida,16,16:45–17:00,rua_bah,163.896044624746,2025-10-07,3.0
b3_ida,17,17:00–17:15,rua_bah,194.0,2025-10-07,5.0
b3_ida,17,17:15–17:30,rua_bah,223.974358974359,2025-10-07,4.0
b3_ida,17,17:30–17:45,rua_bah,205.916666666667,2025-10-07,5.0
b3_ida,17,17:45–18:00,rua_bah,134.0,2025-10-07,4.0
b3_ida,18,18:00–18:15,rua_bah,207.705882352941,2025-10-07,4.0
b3_ida,18,18:15–18:30,rua_bah,158.642857142857,2025-10-07,4.0
b3_ida,18,18:30–18:45,est_rod,89.8679256731422,2025-10-07,3.0
b3_ida,18,18:45–19:00,rua_bah,82.8,2025-10-07,6.0
b3_ida,19,19:00–19:15,rua_bah,55.0,2025-10-07,1.0
b3_ida,19,19:15–19:30,rua_bah,49.0,2025-10-07,2.0
b3_ida,19,19:30–19:45,rua_bah,53.0,2025-10-07,1.0
b3_ida,19,19:45–20:00,rua_bah,40.0,2025-10-07,1.0
b3_ida,20,20:00–20:30,rua_bah,96.0,2025-10-07,2.0
b3_ida,20,20:30–21:00,rua_bah,48.8055555555556,2025-10-07,2.0
b3_ida,21,21:00–21:30,rua_bah,72.0,2025-10-07,2.0
b3_ida,21,21:30–22:00,rua_bah,32.0,2025-10-07,1.0
b3_ida,22,22:00–22:30,rub_ber,59.7222222222222,2025-10-07,2.0
b3_ida,22,22:30–23:00,rio_bra,19.0,2025-10-07,1.0
b3_ida,23,23:00–23:30,rub_ber,9.0,2025-10-07,2.0
b3_ida,23,23:30–00:00,est_rod,2.0,2025-10-07,
b4_ida,5,05:00–05:15,est_cdj,10.7555555555556,2025-10-07,1.0
b4_ida,5,05:15–05:30,est_ped,19.3720238095238,2025-10-07,1.0
b4_ida,5,05:30–05:45,est_cdj,30.5927072927073,2025-10-07,1.0
b4_ida,5,05:45–06:00,est_ped,44.1816424751719,2025-10-07,1.0
b4_ida,6,06:00–06:15,est_cdj,51.8545325753413,2025-10-07,1.0
b4_ida,6,06:15–06:30,est_cdj,52.7369516852531,2025-10-07,2.0
b4_ida,6,06:30–06:45,est_ped,61.6061184876695,2025-10-07,1.0
b4_ida,6,06:45–07:00,est_cdj,82.7298433687822,2025-10-07,1.0
b4_ida,7,07:00–07:15,est_cdj,113.354976120827,2025-10-07,1.0
b4_ida,7,07:15–07:30,est_cdj,117.280366206297,2025-10-07,1.0
b4_ida,7,07:30–07:45,est_cdj,95.3255212785183,2025-10-07,2.0
b4_ida,7,07:45–08:00,est_cdj,88.4746036596457,2025-10-07,1.0
b4_ida,8,08:00–08:15,est_cdj,66.266810956068,2025-10-07,1.0
b4_ida,8,08:15–08:30,est_cdj,80.7099011857707,2025-10-07,2.0
b4_ida,8,08:30–08:45,est_cdj,58.4224255724624,2025-10-07,1.0
b4_ida,8,08:45–09:00,est_cdj,41.8492424242424,2025-10-07,1.0
b4_ida,9,09:00–09:30,est_cdj,94.5033184444949,2025-10-07,2.0
b4_ida,9,09:30–10:00,est_cdj,80.6984639016897,2025-10-07,3.0
b4_ida,10,10:00–10:30,est_cdj,87.6190151031173,2025-10-07,3.0
b4_ida,10,10:30–11:00,est_cdj,62.4387829647667,2025-10-07,2.0
